 conserved    temp
    0.4399808639E+00    0.5750077171E+00
    0.1425558828E+01    0.2556080433E+01
    0.8768102786E-01    0.1824835486E-04
    0.8646286719E-01    0.7789866803E-01
    0.6271023052E+01    0.8827719937E+01
    0.5990230751E-01    0.1646546434E-01
    0.6390629137E+02    0.3349005855E+01
    0.1286915106E+00    0.1028618448E+00
    0.6346310895E-01    0.9384105792E-01
    0.6110153827E-01    0.1201501976E+00
    0.8466913562E+02    0.2107465851E+02
    0.1722121399E+01    0.2501849259E+00
    0.1517594066E+01    0.2032916462E+01
    0.3244980170E+00    0.5334452053E+00
    0.1515792218E+00    0.2653189308E+00
    0.4987639760E+00    0.7961274217E+00
    0.5559910918E+00    0.1100423757E+01
    0.1648573398E+00    0.1362372865E+00
    0.3004253872E+00    0.5437891712E+00
    0.2364521948E+01    0.2084264802E+00
    0.2998748387E+01    0.4692679905E+01
    0.3792922693E+00    0.3636958244E+00
    0.6773005103E-01    0.7420303236E-01
    0.5534580533E-01    0.1811294676E-03
    0.4152772607E+00    0.1148976143E-02
    0.1898338487E+01    0.3793609156E+01
    0.2150394028E+01    0.4280327866E+01
    0.1655233293E+01    0.3215471508E+01
    0.2508268942E+00    0.4184288177E+00
    0.3040099084E+00    0.5366991534E+00
    0.7753858563E+00    0.3699286906E+00
    0.6385608950E-01    0.1078317967E+00
    0.2717435875E+00    0.2323412408E+00
    0.9769382897E+00    0.1296354480E+01
    0.6467809845E-01    0.1291192315E+00
    0.6040626221E-01    0.1133589551E-01
    0.1696821750E+01    0.2889605559E+01
    0.8079182269E+00    0.4415623813E-04
    0.1456786041E+00    0.9508984133E-01
    0.1719616865E+02    0.2075671099E+02
    0.9041871519E-01    0.1118385962E+00
    0.1617635197E+01    0.1009370457E+01
    0.7921521937E+00    0.8664663366E-01
    0.7221145214E-01    0.5960930567E-01
    0.2615467341E+00    0.3693243577E+00
    0.1216577818E+00    0.2352689056E+00
    0.2001476657E+01    0.3789542033E-02
    0.2901418824E+00    0.4586043440E+00
    0.1274514822E+00    0.2549029177E+00
    0.5689590328E+00    0.5701844942E-02
    0.1720272317E+00    0.8092965066E-01
    0.2372863900E+00    0.4553209305E+00
    0.1627069556E+00    0.1199535107E+00
    0.6208090846E-01    0.3444647426E-02
    0.5868218219E-01    0.4477271213E-02
    0.3445353039E+00    0.9351652368E-01
    0.1297424709E+00    0.2435536381E+00
    0.1941798403E+00    0.3568415842E-02
    0.1135357753E+00    0.3784661229E-01
    0.6739364577E+00    0.9232930435E+00
    0.1385590521E+00    0.2114653963E+00
    0.4409357191E+00    0.8363004812E+00
    0.5224047785E+00    0.5185856345E+00
    0.3510072882E+01    0.6295948338E+01
    0.5967046720E-01    0.8556175196E-01
    0.1565153953E+00    0.9914646556E-02
    0.8995798111E+01    0.1780671082E+02
    0.1889320972E+02    0.1754396009E+02
    0.2477071852E+00    0.5520568197E-02
    0.1443616326E+00    0.2641500727E+00
    0.9141170639E-01    0.2331780167E-01
    0.7186780839E+01    0.1831725454E+00
    0.4855047718E+00    0.3937320749E+00
    0.1346344821E+00    0.2548596764E+00
    0.2495546935E+00    0.3965061818E-02
    0.7005746771E-01    0.2159320004E-03
    0.1860971513E+00    0.2100598617E+00
    0.2086416845E+00    0.4053104092E-03
    0.9873995826E-01    0.1690034294E+00
    0.1374295293E+00    0.1706252514E+00
    0.6306855067E-01    0.9607077158E-01
    0.1164682090E+00    0.5041473786E-01
    0.3176177698E+00    0.4834220002E-02
    0.1394790409E+01    0.4398052969E+00
    0.2314856754E+01    0.3777497544E+01
    0.5295644182E-01    0.1059051282E+00
    0.7305502616E-01    0.1459100871E+00
    0.7007825865E-01    0.1359742768E-01
    0.7987070302E-01    0.1322312052E+00
    0.1241246717E+01    0.2120290028E+01
    0.5403754312E-01    0.8921107575E-01
    0.1321559496E+00    0.3523776038E-01
    0.1399293508E+00    0.6706427157E-01
    0.2175678495E+01    0.1185617684E+01
    0.5882566434E-01    0.1161911177E+00
    0.9574624799E+00    0.1862645849E+00
    0.1131932337E+01    0.2137476666E+01
    0.4074427396E+01    0.8010518803E+01
    0.7119372180E-01    0.1171355513E+00
    0.7228048510E-01    0.1333613112E+00
    0.6575132030E-01    0.1252844435E+00
    0.1149874852E+00    0.6246092184E-01
    0.7261707814E-01    0.1260722800E+00
    0.2023419680E+00    0.1913524353E+00
    0.1626369863E+00    0.1908951235E+00
    0.8690633702E+02    0.1689606220E+03
    0.2033385960E+00    0.4034501266E+00
    0.6674678501E-01    0.1014606164E+00
    0.6553612815E-01    0.1094178061E+00
    0.7538262766E-01    0.8277624615E-01
    0.6417246411E-01    0.6131183953E-01
    0.6006084076E-01    0.1125410040E+00
    0.2096948674E+00    0.2555097950E+00
    0.1871388310E+01    0.2746364140E+01
    0.8021381716E+00    0.4289594018E+00
    0.6540488074E-01    0.1036131611E-02
    0.8362610860E+00    0.9620258250E+00
    0.1970446754E+00    0.1745773632E+00
    0.5732240217E+00    0.2852858133E+00
    0.2286587484E+00    0.4524449461E+00
    0.7823364476E-01    0.6662383301E-01
    0.1336099409E+00    0.2671607887E+00
    0.1187886135E+00    0.1864782526E+00
    0.9372844046E-01    0.1501893054E+00
    0.1455341982E+00    0.1832553019E+00
    0.6183344989E-01    0.8336608455E-01
    0.1033895803E+00    0.2059644899E+00
    0.1480527344E+00    0.2033030043E+00
    0.7370235397E-01    0.7788601540E-01
    0.5968639465E+00    0.1024576294E+01
    0.8401096607E+01    0.1639014232E+02
    0.5880471384E-01    0.2264278353E-02
    0.7702943901E-01    0.1447339283E+00
    0.1173705967E+00    0.3175633574E-01
    0.1303533288E+00    0.5387162644E-01
    0.4206143669E+00    0.3527921147E-01
    0.5578758902E-01    0.8422680402E-01
    0.2159445215E+00    0.1840278767E+00
    0.5884160985E-01    0.2706634835E-01
    0.6691115536E-01    0.1236990864E+00
    0.9810602414E-01    0.1591104541E+00
    0.1183341475E+00    0.2180326710E+00
    0.9894826669E-01    0.5037058462E-02
    0.6892188447E+01    0.1030983120E+02
    0.1151727023E+00    0.1546109870E+00
    0.2327708181E+00    0.9615779183E-01
    0.6118143520E-01    0.1102172845E+00
    0.4590624259E+02    0.4672513835E+02
    0.1842519720E+00    0.1243854914E+00
    0.6831610441E-01    0.4272047679E-02
    0.7808300206E+00    0.4729404919E+00
    0.6723721587E-01    0.3668882294E-02
    0.1683004262E+00    0.1687639405E-02
    0.6811702084E+00    0.1002117142E+01
    0.8359737754E-01    0.1593669291E+00
    0.5324147970E-01    0.1064673344E+00
    0.1302102977E+00    0.1227333057E-01
    0.7442100549E+00    0.5576085425E+00
    0.8886496987E-01    0.1773873018E+00
    0.1097875305E+01    0.2188849807E+01
    0.5376041809E-01    0.3615884778E-01
    0.5952781259E+01    0.8059902566E+01
    0.3417289944E+00    0.6813095703E+00
    0.5488717055E+01    0.1096356287E+02
    0.5284988508E-01    0.2557610574E-01
    0.1537948730E+00    0.6908646033E-01
    0.4265388195E+00    0.2392691870E+00
    0.5801582394E-01    0.1093405899E+00
    0.1656405787E+01    0.8480143399E-02
    0.5920191995E-01    0.1131179745E+00
    0.3032746279E+00    0.2141902070E+00
    0.9058873667E+00    0.1532232460E+01
    0.1646817124E+01    0.7835915844E+00
    0.1387460063E+01    0.3741480054E+00
    0.4444429446E+00    0.8842386819E+00
    0.2569120663E+01    0.7532407169E+00
    0.4475209111E+00    0.5783323055E+00
    0.6304840883E+00    0.4877232182E+00
    0.6113709055E-01    0.1156065347E+00
    0.6060523643E-01    0.6633959504E-02
    0.6326303336E+00    0.1246183382E+01
    0.1030024491E+00    0.4234353022E-01
    0.4726504001E+00    0.1466671412E+00
    0.1621202813E+00    0.9373449714E-01
    0.8506738051E-01    0.1807824016E-01
    0.1341842886E+02    0.2133207777E+02
    0.1762374558E+01    0.6584256918E+00
    0.1243897860E+00    0.6352596003E-01
    0.3366577791E+00    0.3416942182E+00
    0.9071400473E+01    0.1466635139E+02
    0.5313593023E-01    0.4726263250E-01
    0.9280418345E-01    0.2310974829E-01
    0.1229547630E+00    0.2298127050E+00
    0.2729871078E+00    0.2194083646E+00
    0.1483915804E+00    0.2024436719E+00
    0.1119146171E+01    0.2182396545E+01
    0.4599307465E+01    0.8950635009E+01
    0.8431801910E+03    0.9675275397E+03
    0.6887619344E+00    0.1359968832E+01
    0.7384635215E-01    0.5081781860E-01
    0.5504859191E-01    0.1097483866E+00
    0.2617664084E+01    0.1274192309E+01
    0.8725918083E-01    0.1344715706E+00
    0.9861458927E-01    0.1955830348E+00
    0.6524078612E-01    0.1272645948E+00
    0.5406710280E+00    0.3958339384E+00
    0.7103364204E-01    0.8464368580E-02
    0.2313820076E+02    0.4615669841E+02
    0.6627833398E+00    0.5045115838E+00
    0.2318091857E+01    0.1267233788E+01
    0.6063204677E-01    0.7013716355E-01
    0.1430175749E+00    0.5608375511E-01
    0.1630073345E+00    0.2518801346E+00
    0.6245614510E-01    0.3261836537E-01
    0.6339857331E-01    0.9127515746E-01
    0.1104460040E+01    0.1295638202E+01
    0.6483547620E-01    0.9948128238E-01
    0.3461636581E+00    0.4909140582E+00
    0.1114041117E+00    0.8771037470E-01
    0.8689989066E-01    0.4672095993E-01
    0.4340595761E+00    0.7863285124E+00
    0.2580897615E+00    0.1969175265E-01
    0.6441123782E-01    0.8575709443E-01
    0.1174929078E+01    0.2320662436E+01
    0.1047389755E+00    0.7812499109E-01
    0.2873898117E+00    0.2157839756E+00
    0.9780593145E-01    0.1932722741E+00
    0.2565575507E+00    0.4976575024E+00
    0.2396046791E+01    0.8240710220E+00
    0.6199980226E-01    0.9328557682E-03
    0.1737517109E+00    0.1217906027E+00
    0.6271200183E-01    0.4730341088E-01
    0.6006326236E+00    0.9657735188E+00
    0.1287690757E+00    0.1764668350E+00
    0.6221692695E-01    0.1178965018E+00
    0.1891093781E+02    0.3463682821E+02
    0.1726394023E+00    0.3197989020E+00
    0.3412481006E+00    0.3086857856E+00
    0.1305462598E+00    0.2847932804E-01
    0.6525953154E-01    0.7898414429E-01
    0.1085223499E+00    0.1421683762E-03
    0.3411144217E+00    0.6756099443E+00
    0.1345345238E+00    0.2397247524E+00
    0.5358030336E-01    0.2043204556E-02
    0.5940202176E+00    0.8236894452E+00
    0.6569783336E-01    0.4699260723E-01
    0.5544340037E-01    0.2948157593E-01
    0.2192895471E+00    0.2997237331E+00
    0.3667820478E+05    0.2906588329E+05
    0.1584681056E+00    0.3133246685E+00
    0.7268655556E-01    0.5595594445E-02
    0.5783145361E-01    0.2725787996E-01
    0.1562179933E+02    0.3035133248E+02
    0.2624452002E+02    0.4970472189E+02
    0.1093069935E+01    0.1423251910E+01
    0.1144096696E+00    0.7509536577E-01
    0.6771079627E-01    0.7321765854E-01
    0.1474934821E+00    0.2442378012E+00
    0.2890084691E+00    0.1190282064E+00
    0.3779505731E+01    0.4477298138E+01
    0.8705966616E-01    0.1662950435E+00
    0.1811692158E+00    0.1131497787E+00
    0.2718565596E+01    0.1564543016E+01
    0.6431022492E-01    0.9469688042E-01
    0.7371790011E+00    0.1308104389E+01
    0.9968049531E+02    0.1628086528E+03
    0.5228380918E+01    0.7930062297E+01
    0.2317093140E+00    0.7232117684E-01
    0.1204072726E+00    0.2370600954E+00
    0.1436153218E+00    0.1241351253E+00
    0.2899691972E+00    0.2131456318E-02
    0.1101590564E+01    0.1804060557E+00
    0.6402477626E-01    0.1180907081E+00
    0.2985952541E+00    0.1486817050E+00
    0.6564183995E+00    0.3474806911E+00
    0.6170721111E-01    0.6699146055E-01
    0.6872233270E-01    0.1371894382E+00
    0.2124475884E+00    0.4221327236E+00
    0.5488459786E-01    0.7727062208E-01
    0.1777765873E+01    0.3528817447E+01
    0.1295746878E+00    0.6411678018E-01
    0.1744736515E+00    0.2736520206E+00
    0.6607414796E-01    0.1319721101E+00
    0.1565187584E+01    0.1853067550E+01
    0.5011358385E-01    0.4416325581E-01
    0.3383472313E+00    0.2692616707E+00
    0.1403043172E+01    0.2268782207E+01
    0.8193217636E-01    0.1217396472E-01
    0.1270050251E+00    0.7854134515E-01
    0.1619338175E+00    0.2703796508E+00
    0.1016984742E+00    0.1411544748E+00
    0.8712760778E-01    0.1945916280E-02
    0.7889316198E-01    0.1400505865E+00
    0.3066865126E+00    0.3841388018E+00
    0.6074809937E-01    0.2449399008E-01
    0.6548963855E-01    0.6235676835E-01
    0.1095525113E+00    0.6989413723E-01
    0.5505028099E+00    0.8062070263E+00
    0.1677880828E+02    0.3293559454E+02
    0.4606288631E+00    0.2082521808E-01
    0.1117531422E+00    0.5441911587E-02
    0.8633235576E+00    0.1648372642E+01
    0.1064844585E+00    0.2046151087E+00
    0.8724471237E+00    0.1623444980E+01
    0.5513871699E-01    0.1102514506E+00
    0.5057724706E+00    0.2726651020E+00
    0.9512524734E+00    0.1032266411E+01
    0.3052093217E+01    0.6235982598E+00
    0.1633406691E+00    0.3079213859E+00
    0.1035465438E+00    0.9007852185E-01
    0.2451578071E+00    0.3062444938E-01
    0.4263772108E+00    0.8262543967E-01
    0.3096672356E+00    0.1929619914E+00
    0.1247815907E+00    0.5845264312E-01
    0.8712377977E-01    0.1016523539E+00
    0.9195468746E-01    0.4421807262E-01
    0.2128208706E+00    0.3682100690E+00
    0.9752582146E-01    0.6216783895E-02
    0.6199494938E-01    0.8331673814E-01
    0.7368846949E-01    0.1437665427E+00
    0.3795805246E+00    0.2818601565E+00
    0.6689892634E-01    0.5598578866E-01
    0.5651828382E-01    0.6744660535E-02
    0.6066132349E-01    0.1213124823E+00
    0.3235911834E+00    0.2558185212E+00
    0.1730031824E+00    0.4987117937E-01
    0.6789805539E-01    0.1135214987E+00
    0.6642486345E-01    0.1328108702E+00
    0.1605712068E+00    0.6336119616E-01
    0.5043680881E+00    0.4626244248E+00
    0.7476438757E+00    0.9125615331E+00
    0.1267544381E+02    0.2003758004E+02
    0.6393845004E-01    0.5046166113E-01
    0.2015458600E+01    0.3499131900E+00
    0.6440564868E-01    0.2774473428E-01
    0.1452450116E+00    0.1082316314E+00
    0.3009677909E+00    0.4982454049E+00
    0.1204626482E+01    0.4660169405E-01
    0.6938268268E-01    0.1109995287E+00
    0.7347960279E+03    0.2117084517E+03
    0.8467072712E-01    0.1634657782E-01
    0.1452506088E+00    0.2855230856E+00
    0.6769333028E-01    0.3096700815E-01
    0.1079380758E+00    0.1524603673E+00
    0.5646587648E-01    0.1126829259E+00
    0.2267817029E+00    0.6009309209E-01
    0.5137279004E-01    0.9410401820E-01
    0.2555081853E+00    0.4315498668E+00
    0.6149676686E-01    0.1993743349E-01
    0.5431815726E-01    0.2166519775E-01
    0.1085179074E+00    0.1713088011E+00
    0.3297239414E+00    0.1414083811E+00
    0.2410022023E+01    0.4411449849E+01
    0.7094574289E-01    0.3569577246E-04
    0.3420843534E+00    0.4507413067E+00
    0.3085755304E+01    0.3652450884E+00
    0.6241636191E+00    0.9583017927E+00
    0.7413993271E-01    0.1404777824E+00
    0.8066595050E+00    0.7919828308E+00
    0.6146302100E+00    0.1228492021E+01
    0.7940420582E+01    0.1996280381E+01
    0.1105617804E+00    0.2193019525E+00
    0.2775500817E+00    0.1639403787E-01
    0.1344231829E+00    0.6592322651E-01
    0.7845837735E-01    0.1280718996E-04
    0.3342392663E+00    0.3782925969E+00
    0.1286587486E+00    0.2535488781E+00
    0.4263844592E+00    0.6071098260E+00
    0.3796777838E+00    0.3750129434E+00
    0.5504891843E+01    0.1089030731E+02
    0.9845267096E-01    0.1964284570E+00
    0.1817131001E+00    0.5421904709E-01
    0.5120410954E-01    0.1153704087E-01
    0.1750226307E+00    0.1106573786E+00
    0.1853767089E+01    0.3669417763E+01
    0.7898190882E-01    0.1076339597E+00
    0.4030585756E+00    0.1216824530E+00
    0.1292662256E+00    0.2531678570E+00
    0.7578250872E-01    0.1125833036E+00
    0.1190445187E+02    0.2179083402E+02
    0.4817944788E-01    0.6002519150E-01
    0.6329154778E-01    0.3147972183E-01
    0.1366358050E+03    0.2697556260E+03
    0.7368292666E-01    0.3418726282E-01
    0.1310672510E+00    0.1266211046E+00
    0.9938946141E+00    0.4319091091E-01
    0.1715140296E+00    0.2543929012E+00
    0.9081614361E-01    0.1020198234E-01
    0.8279130894E+02    0.3841588459E-01
    0.3904148655E+00    0.3260139502E+00
    0.3094259047E+01    0.7266890899E+00
    0.1788543004E+00    0.2698177505E+00
    0.5975139541E-01    0.4619982454E-02
    0.2628641811E+01    0.1268881114E+01
    0.5831696344E-01    0.1166339256E+00
    0.1225347251E+01    0.4893513769E-01
    0.5724491270E-01    0.1383217752E-01
    0.6536346610E+00    0.5085566348E+00
    0.5669630756E-01    0.5338021037E-01
    0.9662920629E-01    0.1465669535E+00
    0.6178274341E+00    0.7441901741E+00
    0.1334690981E+00    0.2569597043E+00
    0.5777075947E-01    0.9302295690E-01
    0.2325089845E+00    0.3161903764E-01
    0.3924073131E+00    0.3105617746E+00
    0.1828214239E+01    0.3105207500E+01
    0.1285776787E+00    0.2365808970E+00
    0.1111859315E+00    0.7877920915E-01
 energy drift:    78926.620495352036     
 average temp.:    7318.8974541696325     
