 conserved    temp
    0.2533675670E-01    0.1745442310E-01
    0.2392026828E+00    0.1032360053E+00
    0.2594257548E+00    0.2223310514E+00
    0.8534683723E+00    0.1702590920E+01
    0.1111748963E+00    0.5527272833E-03
    0.1873482057E+00    0.7366262067E-01
    0.7131360791E-01    0.4885293699E-01
    0.1785823031E+00    0.5721662386E-01
    0.3241463265E+00    0.1560556983E+00
    0.3421412127E+00    0.2725932244E+00
    0.4295302220E-01    0.4597535919E-01
    0.9642927315E-01    0.5851338089E-01
    0.1250313281E+00    0.3189198258E-01
    0.1084531611E-01    0.9830919133E-03
    0.7081130757E+00    0.9212126953E-01
    0.1344497001E+00    0.1648111237E+00
    0.1109516518E+00    0.2217606983E+00
    0.5812333660E-01    0.7310733854E-01
    0.3282477889E+00    0.7887610694E-01
    0.3922040568E+00    0.1160707070E-02
    0.3691756923E+00    0.3697031201E+00
    0.1091457655E+00    0.1505052736E+00
    0.4296368439E-01    0.3781280157E-01
    0.3102550844E+00    0.4792877810E+00
    0.3565957651E+00    0.2281433815E+00
    0.1456698655E+00    0.2798285574E+00
    0.7495244376E-01    0.1123050056E-01
    0.9097987647E+00    0.1616956861E+01
    0.1847910081E+00    0.3069042441E+00
    0.1476247153E+00    0.2501063914E+00
    0.1466226092E-01    0.2372748219E-01
    0.2296643406E+00    0.8595125643E-03
    0.2857080674E-01    0.7750079950E-02
    0.1529113093E+00    0.2950688937E+00
    0.6099250683E-01    0.2686610550E-01
    0.2021320479E+00    0.7410224203E-01
    0.2215869172E-01    0.1175190940E-01
    0.1026040091E+00    0.3312365681E-02
    0.7685198914E-01    0.1099488284E+00
    0.1585848619E+00    0.1754029300E+00
    0.6889799951E-01    0.9910541477E-01
    0.8512308037E-01    0.1977367422E-01
    0.1251428026E+00    0.8207080153E-02
    0.2841687314E+00    0.5115858027E-01
    0.3518874124E+00    0.7033466343E+00
    0.2206658449E+00    0.2385213649E-01
    0.2973410416E-01    0.2684308597E-01
    0.1658186289E+00    0.5839443019E-01
    0.5895885511E-01    0.1161010455E+00
    0.1945739198E-01    0.4426545180E-02
    0.3961268594E-01    0.5280157823E-01
    0.2815487587E+00    0.4824608997E+00
    0.3709214894E+00    0.3841832833E+00
    0.3375905973E+00    0.6747961372E+00
    0.5135042014E-01    0.8074135607E-01
    0.4309539954E-01    0.7743839723E-04
    0.3356837774E+00    0.4470827133E-01
    0.3055499884E+00    0.1105140005E-04
    0.1108506300E+00    0.1752027486E+00
    0.1393514519E+00    0.1798313669E+00
    0.3852140401E+00    0.5246257122E+00
    0.2385158713E+00    0.2302972411E+00
    0.1504884985E+00    0.1985995045E+00
    0.7824108699E-01    0.1912634318E-01
    0.3957672629E+00    0.5576095729E-01
    0.3232203528E-01    0.6161755345E-01
    0.7538791576E-01    0.1426379946E+00
    0.8249247635E-01    0.4853564295E-04
    0.2133463306E-01    0.7200865885E-03
    0.6909082583E+00    0.1755153795E+00
    0.7712125908E+00    0.1117045316E+00
    0.3176773198E+00    0.1937794082E+00
    0.5693843849E+00    0.5986214383E+00
    0.2669789815E+00    0.8405017648E-02
    0.1129888636E+00    0.6287505304E-01
    0.2251181477E-01    0.5135783763E-02
    0.2228177216E-01    0.4310634910E-01
    0.3725697576E-01    0.4689460448E-02
    0.1496500586E+00    0.1638221615E+00
    0.9028800337E-02    0.8061377057E-02
    0.2242170909E+00    0.9313231209E-01
    0.4399745970E-01    0.5545798302E-01
    0.2295694080E-01    0.4588240553E-01
    0.5802448786E-01    0.2359852044E-01
    0.6548672027E-01    0.7214683960E-01
    0.5210151182E-01    0.3056681464E-01
    0.1274031661E+00    0.2143108780E+00
    0.4969112344E-01    0.6627961495E-01
    0.5176739928E-01    0.7670590530E-01
    0.1806772632E-01    0.2681166187E-01
    0.4227302875E+00    0.3262894179E+00
    0.1264235578E+00    0.2495345342E+00
    0.1022261247E+00    0.1610597711E+00
    0.7460047524E-01    0.3653060866E-01
    0.3193702596E+00    0.6383822558E+00
    0.2394076749E-01    0.2911561117E-01
    0.1716480123E-01    0.2772909843E-01
    0.2266822594E+00    0.4160323730E+00
    0.9294880663E-01    0.1523563895E+00
    0.2216417887E+00    0.4329670825E+00
    0.1227338759E+00    0.2337488450E-01
    0.9951074298E-02    0.3602323249E-02
    0.3792416989E+00    0.4502003038E-01
    0.2392427531E+00    0.3353394644E+00
    0.1721348328E-01    0.3428230444E-01
    0.2801714298E+00    0.5384014642E+00
    0.4112780278E+00    0.6858035444E+00
    0.4560568804E-01    0.5501611885E-02
    0.2448255676E+00    0.6973276770E-02
    0.3314171326E+00    0.7524552361E-01
    0.8988436118E+00    0.1793625167E+00
    0.1901623335E+00    0.1354887863E+00
    0.2876479924E-01    0.4151605820E-01
    0.3142844754E-01    0.1043378307E-01
    0.1950652406E+00    0.1549917663E+00
    0.4150302458E+00    0.1499473517E-01
    0.2242883859E+00    0.4451128940E+00
    0.1005921890E+00    0.1006827276E-02
    0.5128141819E-01    0.4126413113E-01
    0.5571480087E+00    0.8703462754E+00
    0.7165605337E-01    0.1427240087E+00
    0.2987652974E+00    0.2682471493E-01
    0.8757506830E-01    0.1727983901E+00
    0.1069585893E+00    0.7389337972E-01
    0.1796533241E+00    0.2712762026E+00
    0.2908645562E-01    0.1979260551E-04
    0.6908572808E-01    0.1330574857E+00
    0.6391670351E+00    0.1054919707E+01
    0.8489716017E-01    0.1182626853E+00
    0.1239386143E+00    0.2472823176E+00
    0.2938433438E-01    0.3984826449E-01
    0.3481626247E-01    0.3179514200E-02
    0.2002343048E-01    0.3850589805E-01
    0.6718790204E-01    0.4124835109E-02
    0.3669734569E+00    0.7123548918E+00
    0.1728127762E-01    0.6465322211E-02
    0.5723606731E-01    0.4815254452E-01
    0.1109660239E+00    0.2217644001E+00
    0.7969339493E+00    0.1592027473E+01
    0.8841782411E-01    0.9111528275E-02
    0.4309445630E-01    0.5502336364E-02
    0.4447666980E-01    0.1717918954E-01
    0.2290979505E-02    0.9725064918E-04
    0.2527671075E+00    0.4175827653E-02
    0.4141873081E+00    0.5525004309E+00
    0.3520415351E-01    0.4223130395E-04
    0.3290990492E+00    0.6078186708E+00
    0.7874629071E+00    0.1564233675E+01
    0.6661967346E+00    0.1260035894E+01
    0.2180633369E+00    0.1334658619E+00
    0.1855594961E+00    0.1676033891E+00
    0.2280974585E+00    0.2340107784E-01
    0.8001866346E-02    0.9511614074E-04
    0.7998161160E-01    0.9886230761E-01
    0.2401789752E+00    0.2466904043E+00
    0.2355985403E+00    0.1512140089E+00
    0.8737698688E-01    0.1289789046E+00
    0.1285038244E+00    0.2564103305E+00
    0.2005731412E-01    0.6869267086E-02
    0.2066557632E-01    0.2811530054E-01
    0.1202507189E-01    0.4073795100E-02
    0.6125551055E-01    0.5812049976E-04
    0.2480906729E+00    0.3275093730E+00
    0.7269330817E-01    0.1285397354E+00
    0.4750048836E+00    0.4312019830E+00
    0.3463480893E+00    0.4086677792E+00
    0.1831474446E+00    0.8964989413E-02
    0.4085700123E-01    0.6517621586E-01
    0.3685739317E+00    0.5510795031E+00
    0.1930860548E+00    0.1176103894E+00
    0.2709428607E-01    0.6065157511E-02
    0.7402420103E-01    0.2231315102E-01
    0.1865887988E+00    0.1548306329E+00
    0.2912877128E+00    0.9566707214E-01
    0.3713356379E+00    0.2502673312E-02
    0.3836183762E-01    0.4588077642E-01
    0.3152873320E+00    0.3853802716E+00
    0.2174742398E-03    0.3953770687E-03
    0.2416797114E+00    0.3965620350E+00
    0.2760018953E+00    0.4042143733E+00
    0.1753662976E+00    0.1781421967E+00
    0.2979406040E+00    0.1616405487E+00
    0.1441916453E-01    0.1438587913E-01
    0.2831622316E+00    0.5647445635E+00
    0.2392563283E+00    0.1463990026E+00
    0.2108150710E-01    0.4027457840E-01
    0.2858010030E-01    0.5050723840E-01
    0.1856603471E+00    0.3102278966E+00
    0.4570978343E-01    0.1032286355E-02
    0.6168300112E-01    0.2374383862E-01
    0.1957928233E+00    0.3476902588E+00
    0.2884372581E+00    0.5694364314E+00
    0.2600298162E-01    0.4962956014E-01
    0.2949865083E+00    0.2348537310E+00
    0.4632748573E-02    0.6919773399E-03
    0.8928200780E-01    0.5218776835E-01
    0.2351383613E+00    0.4442951492E+00
    0.3388196806E+00    0.5819839147E+00
    0.2604290649E+00    0.5947701120E-02
    0.6046789352E-01    0.4911780534E-01
    0.2662794789E-01    0.2939871413E-01
    0.2065670674E+00    0.4094915271E+00
    0.3806478819E-01    0.5771824162E-01
    0.3477277919E+00    0.3184257791E+00
    0.9062323522E-01    0.1302623605E+00
    0.2692119541E+00    0.8007216253E-01
    0.1499530247E+00    0.2950118522E+00
    0.6785745127E-01    0.1158769016E+00
    0.1188565803E+00    0.2376505726E+00
    0.5766352421E-01    0.3374243504E-01
    0.3658941070E-01    0.7174665999E-01
    0.4746872654E+00    0.9968124862E-02
    0.3879949173E-01    0.2246211027E-01
    0.1335640760E+00    0.2664055977E+00
    0.9014837897E-01    0.3760758061E-03
    0.3013627501E+00    0.5715934714E+00
    0.3001795599E+00    0.4430109679E-01
    0.2843861091E+00    0.3631856022E+00
    0.1381995306E+00    0.2721990766E+00
    0.5277377471E-01    0.8019200774E-01
    0.2712906584E+00    0.2785652515E+00
    0.2297465796E+00    0.9752950225E-01
    0.3101236687E-01    0.5751934189E-01
    0.5520467053E+00    0.9174624231E+00
    0.3351124771E+00    0.4573164341E+00
    0.5445038177E+00    0.7400377668E-01
    0.2743466986E+00    0.3140250338E+00
    0.5366037485E+00    0.1073195099E+01
    0.4410205044E-01    0.5300577336E-06
    0.2735031022E+00    0.2745165556E-01
    0.2948389860E+00    0.4730264132E+00
    0.2737617401E+00    0.5340155045E+00
    0.4379204735E-02    0.5480097561E-02
    0.2676349223E+00    0.3717498036E+00
    0.2987298703E+00    0.5750203081E+00
    0.4410720011E-01    0.8820334373E-01
    0.2756443043E-01    0.5013986656E-01
    0.3865488509E+00    0.7666275955E+00
    0.9190107265E-01    0.1046615673E+00
    0.8392008005E-01    0.4536222423E-02
    0.1131374611E+00    0.1305180642E-01
    0.3117111305E-01    0.9705602519E-02
    0.5818178194E-01    0.9188033925E-02
    0.1311112071E+00    0.1534152387E+00
    0.1543423128E+00    0.1663861159E+00
    0.4642455138E-01    0.4739894310E-02
    0.2876530394E-01    0.1821525926E-01
    0.2553682554E+00    0.3450520681E+00
    0.1446551113E-01    0.7886303105E-02
    0.5185306625E+00    0.4103230304E+00
    0.6351202552E-01    0.1180630734E+00
    0.7036350884E-01    0.7277726991E-02
    0.4240683682E-01    0.6861428166E-03
    0.6732739074E-02    0.6586784305E-02
    0.6348817908E+00    0.9140981140E+00
    0.1041461162E+00    0.5116287793E-01
    0.5056753034E-01    0.6919573653E-03
    0.2605726976E-02    0.8029638851E-03
    0.3934612364E+00    0.3610117886E+00
    0.2611691959E+00    0.5187100749E+00
    0.3533195826E+00    0.2733451823E+00
    0.4941489355E+00    0.1394168023E+00
    0.1829516666E+00    0.3471783465E+00
    0.4188881902E+00    0.5156190065E+00
    0.4398258370E+00    0.1357593606E+00
    0.3664551513E-02    0.5344493821E-02
    0.1115540831E+00    0.4574982899E-01
    0.1253465945E+00    0.1500880643E+00
    0.2776987537E+00    0.3182819644E+00
    0.9841202075E-01    0.1950197497E+00
    0.6102954611E-01    0.1220542106E+00
    0.3702509677E+00    0.7258296520E+00
    0.2764038100E+00    0.5254745081E+00
    0.2922064116E+00    0.4372730796E+00
    0.2627086469E+00    0.2412011152E+00
    0.4202259768E+00    0.7490490668E+00
    0.9160753585E-01    0.1095277815E-01
    0.4113141474E-01    0.7910017899E-01
    0.2727278865E+00    0.4912916312E+00
    0.2162540710E+00    0.4318847418E+00
    0.9475688758E-01    0.1782133166E+00
    0.4766501508E-01    0.9347168004E-01
    0.1383792134E+00    0.1961640932E+00
    0.7564129893E-01    0.7353501112E-02
    0.1001267458E+00    0.4655288550E-01
    0.3804803976E+00    0.5912291511E+00
    0.1181832703E+00    0.1629968277E+00
    0.3607571260E+00    0.5454066313E+00
    0.1857953091E+00    0.4272419705E-01
    0.3875983317E+00    0.2536945050E+00
    0.4316024924E-01    0.5985968376E-01
    0.1028172856E+00    0.1015043704E+00
    0.4726792903E+00    0.3440561878E-01
    0.2304422968E+00    0.4212589331E+00
    0.1649444618E+00    0.2686224200E+00
    0.5203688725E-01    0.9079776326E-01
    0.3124189187E+00    0.3833130641E-01
    0.1384638475E-01    0.1921438749E-01
    0.2410667534E-01    0.4425156297E-01
    0.2364740425E+00    0.2050447750E+00
    0.9403292481E-01    0.1741055292E+00
    0.7278914315E-01    0.1403478629E+00
    0.4517397683E+00    0.3609524703E+00
    0.2715209398E+00    0.3359810795E-02
    0.4381040902E+00    0.3268158622E+00
    0.3173514399E+00    0.6133208208E-01
    0.1669504215E+00    0.8595672398E-03
    0.2765585749E-01    0.5007319720E-02
    0.1836457966E+00    0.3071388424E+00
    0.7915081588E+00    0.1477588744E+01
    0.3898618170E+00    0.7748060205E+00
    0.1744672003E+00    0.2395380378E+00
    0.4136043073E+00    0.7681573049E+00
    0.3007119330E+00    0.6010076824E+00
    0.1086044274E+00    0.9480591868E-03
    0.3812485689E+00    0.7336900360E+00
    0.2253715092E+00    0.1100386127E+00
    0.4069790930E+00    0.8034087800E+00
    0.3733905980E+00    0.2190289196E-01
    0.9803955774E-01    0.1794552900E-02
    0.2485229161E+00    0.4920086108E+00
    0.2502347900E+00    0.2146528266E+00
    0.9991069972E-01    0.1998127034E+00
    0.1701819965E+00    0.4663610372E-02
    0.9700179483E-01    0.2274592540E-01
    0.7527300337E+00    0.5336530087E-04
    0.2688794315E+00    0.4924166945E+00
    0.7484175640E-01    0.1136094825E+00
    0.4904755333E-02    0.5825770124E-02
    0.1841141574E+00    0.1336913805E+00
    0.2196647010E+00    0.8553081996E-01
    0.1651324486E+00    0.2074641788E+00
    0.4913214675E+00    0.2554667808E-01
    0.2607278480E-01    0.2723955943E-02
    0.2480630587E-01    0.4181894263E-01
    0.2925942525E+00    0.1268799244E+00
    0.3238072645E+00    0.5965340457E+00
    0.7303024564E-01    0.5676388374E-01
    0.2706089518E-02    0.3392023534E-02
    0.9091794012E-01    0.7247874368E-01
    0.1057632247E+00    0.1835125755E+00
    0.7761123450E+00    0.1476902937E+01
    0.1551021080E+00    0.7207868854E-01
    0.8140117602E-01    0.1604324710E+00
    0.4328757117E-01    0.4317744517E-01
    0.1835140162E+00    0.3621859122E+00
    0.4754354149E-01    0.3756464572E-01
    0.2759205719E-01    0.4710326427E-03
    0.4573795270E-01    0.6428810589E-04
    0.2951344123E+00    0.4423779395E+00
    0.1819018912E+00    0.1913380735E+00
    0.2153489754E+00    0.2682677021E-01
    0.3647251429E+00    0.1526985925E-01
    0.3346049331E+00    0.3809593593E+00
    0.1723774249E+00    0.7748675185E-01
    0.1406840992E+00    0.6735241555E-01
    0.1147381588E+00    0.1702922142E+00
    0.2165094501E+00    0.2844422247E+00
    0.3844912659E+00    0.1138898074E+00
    0.2747327148E+00    0.1077074206E+00
    0.1689437385E+00    0.2074250643E-03
    0.4068202887E+00    0.2917368290E+00
    0.1274970726E+00    0.2545898327E+00
    0.2265603333E+00    0.3633216087E+00
    0.5973769710E-01    0.9300384222E-01
    0.2964637217E-01    0.2896567986E-01
    0.5437465701E-01    0.2854419790E-01
    0.1605158400E+00    0.1911359668E+00
    0.1686935685E-01    0.2090710143E-01
    0.7325275570E+00    0.1258314897E+01
    0.5027488608E+00    0.3291750259E-01
    0.4281268879E-01    0.3504353591E-01
    0.2138289313E-01    0.3214927319E-01
    0.1185392833E+00    0.5383563204E-02
    0.1565574965E+00    0.3093514259E-04
    0.6067888867E-01    0.3249852941E-02
    0.6786792546E-01    0.6632848740E-01
    0.1885385219E+00    0.2652723357E-01
    0.7554338317E-01    0.1150584388E+00
    0.1329885540E+00    0.1730812540E+00
    0.7161255877E-01    0.1338046795E+00
    0.3737162468E-02    0.4797605662E-04
    0.1301353381E+00    0.2147019847E+00
    0.2496540080E+00    0.4230489747E+00
    0.3679449468E+00    0.1269165151E+00
    0.1107457076E-02    0.1641688349E-02
    0.5487660445E-01    0.1026648308E+00
    0.3367393327E-01    0.4811595227E-01
    0.1684606449E-01    0.3368930135E-01
    0.6826718715E+00    0.1840495017E+00
    0.5513374684E-01    0.9611046740E-01
    0.7060592237E+00    0.1376381166E-02
    0.3961666735E-01    0.7923144247E-01
    0.6359291072E+00    0.1266545901E+01
    0.1589956834E+00    0.7139694410E-01
    0.1149203885E+00    0.2150702043E+00
    0.1443736671E+00    0.1161080052E+00
    0.1159621910E+00    0.2907192968E-01
    0.3075336163E+00    0.2266259841E+00
    0.4731308298E-01    0.3788473193E-02
    0.2261699421E+00    0.2215442571E-01
    0.2038102054E+00    0.7526351285E-01
    0.2061091864E-01    0.8688575066E-03
    0.6648740659E-01    0.1320105046E+00
    0.5149575604E-01    0.4731202692E-01
    0.2379785946E+00    0.7354516769E-01
    0.1490258038E+00    0.4285320500E-03
    0.1119131850E+00    0.3383339161E-02
    0.1182824727E+00    0.1339694181E+00
    0.6112027695E-01    0.8529100808E-01
    0.8283389155E-01    0.8114649458E-04
    0.7929044190E-01    0.3066585993E-03
    0.3193362416E-02    0.3377514722E-02
    0.1126933526E+00    0.6425094933E-03
    0.2543667341E+00    0.4427180320E-02
    0.1007379537E+00    0.4861654959E-01
    0.1433252000E+00    0.3787275783E-01
    0.2097693467E+00    0.1771983548E-02
    0.2775775761E-01    0.3540544285E-01
    0.1960137507E+00    0.2627920993E+00
    0.5534024696E-02    0.3018612790E-02
    0.2575937585E+00    0.3761116374E+00
    0.2001090402E+00    0.3556571954E-02
    0.1435978135E+00    0.7024713919E-01
    0.1483146641E+00    0.4756979181E-01
    0.2426945621E+00    0.4359743600E-02
 energy drift:    0.0000000000000000     
 average temp.:   0.19016348030882871     
